Label	ID	URI	Scannet	Roomle	NYU40	Shapenet	COCO	FSO	Wordnet	Structural	Level
measuring_instrument	3082	https://www.w3.org/2006/03/wn/wn20/instances/synset-measuring_instrument-noun-01							measuring_instrument.n.01	x	8
scale	229	http://scan-net.org/concepts/scale	scale		40				scale.n.07	-	9
thermometer	2056	http://www.aidimme.es/FurnitureSectorOntology.owl#Thermometer						thermometer	thermometer.n.01	-	9
hygrometer	2720	http://www.aidimme.es/FurnitureSectorOntology.owl#Hygrometer						hygrometer	hygrometer.n.01	-	9
timepiece	3083	https://www.w3.org/2006/03/wn/wn20/instances/synset-timepiece-noun-01							timepiece.n.01	x	9
clock	103	http://scan-net.org/concepts/clock	clock		40	clock	clock		clock.n.01	-	10
alarm clock	572	http://scan-net.org/concepts/alarm_clock	alarm clock		40	clock			alarm_clock.n.01	-	11
alarm	518	http://scan-net.org/concepts/alarm	alarm		40	clock			alarm_clock.n.01	-	11
chronometer	2839	http://www.aidimme.es/FurnitureSectorOntology.owl#Chronometer						chronometer	chronometer.n.01	-	11
optical_instrument	3084	https://www.w3.org/2006/03/wn/wn20/instances/synset-optical_instrument-noun-01							optical_instrument.n.01	x	8
projector	264	http://scan-net.org/concepts/projector	projector		40				projector.n.02	-	9
eye glasses	2018	http://atlantis-ar/indoor-taxonomy#eye_glasses					eye glasses		eyeglasses.n.01	-	9
spectacles	3085	https://www.w3.org/2006/03/wn/wn20/instances/synset-spectacles-noun-01							spectacles.n.01	x	9
protective goggles	2241	http://www.aidimme.es/FurnitureSectorOntology.owl#ProtectiveGoggles						protective goggles	goggles.n.01	-	10
weapon	3086	https://www.w3.org/2006/03/wn/wn20/instances/synset-weapon-noun-01							weapon.n.01	x	8
gun	3087	https://www.w3.org/2006/03/wn/wn20/instances/synset-gun-noun-01							gun.n.01	x	9
firearm	3088	https://www.w3.org/2006/03/wn/wn20/instances/synset-firearm-noun-01							firearm.n.01	x	10
pistol	3089	https://www.w3.org/2006/03/wn/wn20/instances/synset-pistol-noun-01							pistol.n.01	x	11
rod	750	http://scan-net.org/concepts/rod	rod		40	pistol			gat.n.01	-	12
scientific_instrument	3090	https://www.w3.org/2006/03/wn/wn20/instances/synset-scientific_instrument-noun-01							scientific_instrument.n.01	x	8
magnifier	3091	https://www.w3.org/2006/03/wn/wn20/instances/synset-magnifier-noun-01							magnifier.n.01	x	9
telescope	1344	http://scan-net.org/concepts/telescope	telescope		40				telescope.n.01	-	10
alarm	3092	https://www.w3.org/2006/03/wn/wn20/instances/synset-alarm-noun-02							alarm.n.02	x	7
fire alarm	1185	http://scan-net.org/concepts/fire_alarm	fire alarm		40				fire_alarm.n.02	-	8
restraint	3093	https://www.w3.org/2006/03/wn/wn20/instances/synset-restraint-noun-06							restraint.n.06	x	7
fastener	3094	https://www.w3.org/2006/03/wn/wn20/instances/synset-fastener-noun-02							fastener.n.02	x	8
clip	1350	http://scan-net.org/concepts/clip	clip		40				clip.n.03	-	9
lock	3095	https://www.w3.org/2006/03/wn/wn20/instances/synset-lock-noun-01							lock.n.01	x	9
bike lock	1284	http://scan-net.org/concepts/bike_lock	bike lock		40					-	10
lifting_device	3096	https://www.w3.org/2006/03/wn/wn20/instances/synset-lifting_device-noun-01							lifting_device.n.01	x	7
elevator	1295	http://scan-net.org/concepts/elevator	elevator		38				elevator.n.01	-	8
holding_device	3097	https://www.w3.org/2006/03/wn/wn20/instances/synset-holding_device-noun-01							holding_device.n.01	x	7
holder	3098	https://www.w3.org/2006/03/wn/wn20/instances/synset-holder-noun-01							holder.n.01	x	8
banana holder	1306	http://scan-net.org/concepts/banana_holder	banana holder		40					-	9
pen holder	1327	http://scan-net.org/concepts/pen_holder	pen holder		40					-	9
conductor	3099	https://www.w3.org/2006/03/wn/wn20/instances/synset-conductor-noun-04							conductor.n.04	x	7
cable	436	http://scan-net.org/concepts/cable	cable		40				cable.n.02	-	8
runner	3100	https://www.w3.org/2006/03/wn/wn20/instances/synset-runner-noun-09							runner.n.09	x	7
skis	2022	http://atlantis-ar/indoor-taxonomy#skis					skis		ski.n.01	-	8
filter	3101	https://www.w3.org/2006/03/wn/wn20/instances/synset-filter-noun-01							filter.n.01	x	7
implement	3102	https://www.w3.org/2006/03/wn/wn20/instances/synset-implement-noun-01							implement.n.01	x	6
bar	145	http://scan-net.org/concepts/bar	bar		38				bar.n.03	-	7
grab bar	1216	http://scan-net.org/concepts/handicap_bar	grab bar		38				grab_bar.n.01	-	8
lever	3103	https://www.w3.org/2006/03/wn/wn20/instances/synset-lever-noun-01							lever.n.01	x	8
compound_lever	3104	https://www.w3.org/2006/03/wn/wn20/instances/synset-compound_lever-noun-01							compound_lever.n.01	x	9
scissors	2045	http://atlantis-ar/indoor-taxonomy#scissors					scissors		scissors.n.01	-	10
closet rod	1175	http://scan-net.org/concepts/closet_rod	closet rod		40				rod.n.01	-	7
shower curtain rod	170	http://scan-net.org/concepts/shower_curtain_rod	shower curtain rod		40					-	8
curtain rod	513	http://scan-net.org/concepts/curtain_rod	curtain rod		38					-	8
hair brush	1235	http://scan-net.org/concepts/hair_brush	hair brush		40		hair brush		brush.n.02	-	7
blackboard eraser	1275	http://scan-net.org/concepts/blackboard_eraser	blackboard eraser		40				eraser.n.01	-	7
whiteboard eraser	1200	http://scan-net.org/concepts/whiteboard_eraser	whiteboard eraser		40				blackboard_eraser.n.01	-	8
cleaning utensil	3105	http://atlantis-ar/indoor-taxonomy#cleaning_utensil		cleaning					utensil.n.01	-	7
kitchen accessoires	3106	http://atlantis-ar/indoor-taxonomy#kitchen_accessoires		kitchen accessoires					kitchen_utensil.n.01	-	8
kitchen mixer	1314	http://scan-net.org/concepts/kitchen_mixer	kitchen mixer		40				mixer.n.04	-	9
cooking_utensil	3107	https://www.w3.org/2006/03/wn/wn20/instances/synset-cooking_utensil-noun-01							cooking_utensil.n.01	x	9
rice cooker	1214	http://scan-net.org/concepts/rice_cooker	rice cooker		40				cooker.n.01	-	10
cooking pan	1296	http://scan-net.org/concepts/cooking_pan	cooking pan		40				pan.n.01	-	10
griddle	2439	http://www.aidimme.es/FurnitureSectorOntology.owl#Griddle						griddle	griddle.n.01	-	10
tool	3108	https://www.w3.org/2006/03/wn/wn20/instances/synset-tool-noun-01							tool.n.01	x	7
hand_tool	3109	https://www.w3.org/2006/03/wn/wn20/instances/synset-hand_tool-noun-01							hand_tool.n.01	x	8
plunger	300	http://scan-net.org/concepts/plunger	plunger		40				plunger.n.03	-	9
cutting_implement	3110	https://www.w3.org/2006/03/wn/wn20/instances/synset-cutting_implement-noun-01							cutting_implement.n.01	x	8
paper cutter	180	http://scan-net.org/concepts/paper_cutter	paper cutter		40				paper_cutter.n.01	-	9
poster cutter	1263	http://scan-net.org/concepts/poster_cutter	poster cutter		40				paper_cutter.n.01	-	9
cutter	3111	https://www.w3.org/2006/03/wn/wn20/instances/synset-cutter-noun-06							cutter.n.06	x	9
edge_tool	3112	https://www.w3.org/2006/03/wn/wn20/instances/synset-edge_tool-noun-01							edge_tool.n.01	x	10
knife	2032	http://atlantis-ar/indoor-taxonomy#knife					knife		knife.n.01	-	11
power_tool	3113	https://www.w3.org/2006/03/wn/wn20/instances/synset-power_tool-noun-01							power_tool.n.01	x	8
planer	2880	http://www.aidimme.es/FurnitureSectorOntology.owl#Planer						planer	plane.n.04	-	9
power_saw	3114	https://www.w3.org/2006/03/wn/wn20/instances/synset-power_saw-noun-01							power_saw.n.01	x	9
cnc bandsaw	2530	http://www.aidimme.es/FurnitureSectorOntology.owl#CNCBandsaw						cnc bandsaw	bandsaw.n.01	-	10
cleaning_implement	3115	https://www.w3.org/2006/03/wn/wn20/instances/synset-cleaning_implement-noun-01							cleaning_implement.n.01	x	7
sports_implement	3116	https://www.w3.org/2006/03/wn/wn20/instances/synset-sports_implement-noun-01							sports_implement.n.01	x	7
racket	3117	https://www.w3.org/2006/03/wn/wn20/instances/synset-racket-noun-04							racket.n.04	x	8
tennis racket	1236	http://scan-net.org/concepts/tennis_racket	tennis racket		40		tennis racket		tennis_racket.n.01	-	9
stick	3118	https://www.w3.org/2006/03/wn/wn20/instances/synset-stick-noun-01							stick.n.01	x	7
staff	3119	https://www.w3.org/2006/03/wn/wn20/instances/synset-staff-noun-02							staff.n.02	x	8
crutches	1250	http://scan-net.org/concepts/crutches	crutches		40				crutch.n.01	-	9
club	3120	https://www.w3.org/2006/03/wn/wn20/instances/synset-club-noun-03							club.n.03	x	8
bat	3121	https://www.w3.org/2006/03/wn/wn20/instances/synset-bat-noun-05							bat.n.05	x	9
paddle	3122	https://www.w3.org/2006/03/wn/wn20/instances/synset-paddle-noun-01							paddle.n.01	x	10
ping pong paddle	298	http://scan-net.org/concepts/ping_pong_paddle	ping pong paddle		40				pingpong_paddle.n.01	-	11
conveyance	3123	https://www.w3.org/2006/03/wn/wn20/instances/synset-conveyance-noun-03							conveyance.n.03	x	6
vehicle	3124	https://www.w3.org/2006/03/wn/wn20/instances/synset-vehicle-noun-01							vehicle.n.01	x	7
craft	3128	https://www.w3.org/2006/03/wn/wn20/instances/synset-craft-noun-02							craft.n.02	x	8
aircraft	3129	https://www.w3.org/2006/03/wn/wn20/instances/synset-aircraft-noun-01							aircraft.n.01	x	9
heavier-than-air_craft	3130	https://www.w3.org/2006/03/wn/wn20/instances/synset-heavier-than-air_craft-noun-01							heavier-than-air_craft.n.01	x	10
vessel	3131	https://www.w3.org/2006/03/wn/wn20/instances/synset-vessel-noun-02							vessel.n.02	x	9
connection	3132	https://www.w3.org/2006/03/wn/wn20/instances/synset-connection-noun-03							connection.n.03	x	6
attachment	3133	https://www.w3.org/2006/03/wn/wn20/instances/synset-attachment-noun-04							attachment.n.04	x	7
ligament	3134	https://www.w3.org/2006/03/wn/wn20/instances/synset-ligament-noun-02							ligament.n.02	x	8
chain	623	http://scan-net.org/concepts/chain	chain		40				chain.n.03	-	9
creation	3257	https://www.w3.org/2006/03/wn/wn20/instances/synset-creation-noun-02							creation.n.02	x	5
product	3258	https://www.w3.org/2006/03/wn/wn20/instances/synset-product-noun-02							product.n.02	x	6
book	22	http://scan-net.org/concepts/book	book		23		book		book.n.02	-	7
music book	1213	http://scan-net.org/concepts/music_book	music book		23					-	8
work	3259	https://www.w3.org/2006/03/wn/wn20/instances/synset-work-noun-02							work.n.02	x	7
publication	3260	https://www.w3.org/2006/03/wn/wn20/instances/synset-publication-noun-01							publication.n.01	x	8
magazine	339	http://scan-net.org/concepts/magazine	magazine		40				magazine.n.01	-	9
representation	3261	https://www.w3.org/2006/03/wn/wn20/instances/synset-representation-noun-02							representation.n.02	x	6
picture	15	http://scan-net.org/concepts/picture	picture		11				picture.n.01	-	7
poster	1188	http://scan-net.org/concepts/poster	poster		11				picture.n.01	-	7
painting	1218	http://scan-net.org/concepts/painting	painting		11				picture.n.01	-	7
map	365	http://scan-net.org/concepts/map	map		40				map.n.01	-	7
photo	227	http://scan-net.org/concepts/photo	photo		40				photograph.n.01	-	7
model	3262	https://www.w3.org/2006/03/wn/wn20/instances/synset-model-noun-04							model.n.04	x	7
globe	269	http://scan-net.org/concepts/globe	globe		40				globe.n.03	-	8
art	3263	https://www.w3.org/2006/03/wn/wn20/instances/synset-art-noun-01							art.n.01	x	6
plastic_art	3264	https://www.w3.org/2006/03/wn/wn20/instances/synset-plastic_art-noun-01							plastic_art.n.01	x	7
sculpture	3265	https://www.w3.org/2006/03/wn/wn20/instances/synset-sculpture-noun-01							sculpture.n.01	x	8
statue	281	http://scan-net.org/concepts/statue	statue		40				statue.n.01	-	9
buddha	1083	http://scan-net.org/concepts/buddha	buddha		40					-	10
baby mobile	1336	http://scan-net.org/concepts/baby_mobile	baby mobile		40				mobile.n.03	-	9
surface	3135	https://www.w3.org/2006/03/wn/wn20/instances/synset-surface-noun-01							surface.n.01	x	5
projector screen	609	http://scan-net.org/concepts/projector_screen	projector screen		38				screen.n.01	-	6
horizontal_surface	3136	https://www.w3.org/2006/03/wn/wn20/instances/synset-horizontal_surface-noun-01							horizontal_surface.n.01	x	6
floor	3	http://scan-net.org/concepts/floor	floor		2				floor.n.01	-	7
platform	235	http://scan-net.org/concepts/platform	platform		38				platform.n.01	-	7
podium	1244	http://scan-net.org/concepts/podium	podium		39				dais.n.01	-	8
landing	3137	http://atlantis-ar/indoor-taxonomy#landing							landing.n.01	-	8
closet floor	1347	http://scan-net.org/concepts/closet_floor	closet floor		2				floor.n.01	-	7
side	3138	https://www.w3.org/2006/03/wn/wn20/instances/synset-side-noun-05							side.n.05	x	6
upper_surface	3139	https://www.w3.org/2006/03/wn/wn20/instances/synset-upper_surface-noun-01							upper_surface.n.01	x	7
ceiling	41	http://scan-net.org/concepts/ceiling	ceiling		22				ceiling.n.01	-	8
intermediate ceiling	3140	http://atlantis-ar/indoor-taxonomy#intermediate_ceiling								-	9
closet ceiling	1225	http://scan-net.org/concepts/closet_ceiling	closet ceiling		22				ceiling.n.01	-	8
sloping ceiling	3141	http://atlantis-ar/indoor-taxonomy#sloping_ceiling								-	8
board	3142	https://www.w3.org/2006/03/wn/wn20/instances/synset-board-noun-09							board.n.09	x	6
dart board	1215	http://scan-net.org/concepts/dart_board	dart board		38				dartboard.n.01	-	7
fabric	3143	https://www.w3.org/2006/03/wn/wn20/instances/synset-fabric-noun-01							fabric.n.01	x	5
piece_of_cloth	3144	https://www.w3.org/2006/03/wn/wn20/instances/synset-piece_of_cloth-noun-01							piece_of_cloth.n.01	x	6
towel	31	http://scan-net.org/concepts/towel	towel		27				towel.n.01	-	7
paper towel roll	138	http://scan-net.org/concepts/paper_towel_roll	paper towel roll		40				paper_towel.n.01	-	8
hand towel	357	http://scan-net.org/concepts/hand_towel	hand towel		27				hand_towel.n.01	-	8
paper towel	1353	http://scan-net.org/concepts/paper_towel	paper towel		40				paper_towel.n.01	-	8
fixture	3145	https://www.w3.org/2006/03/wn/wn20/instances/synset-fixture-noun-01							fixture.n.01	x	5
plumbing_fixture	3146	https://www.w3.org/2006/03/wn/wn20/instances/synset-plumbing_fixture-noun-01							plumbing_fixture.n.01	x	6
urinal	1257	http://scan-net.org/concepts/urinal	urinal		33				urinal.n.01	-	7
lighting_fixture	3149	https://www.w3.org/2006/03/wn/wn20/instances/synset-lighting_fixture-noun-01							lighting_fixture.n.01	x	6
covering	3150	https://www.w3.org/2006/03/wn/wn20/instances/synset-covering-noun-02							covering.n.02	x	5
folder	459	http://scan-net.org/concepts/folder	folder		40				folder.n.02	-	6
protective_covering	3151	https://www.w3.org/2006/03/wn/wn20/instances/synset-protective_covering-noun-01							protective_covering.n.01	x	6
blinds	86	http://scan-net.org/concepts/blinds	blinds		13				blind.n.03	-	7
binder	693	http://scan-net.org/concepts/binder	binder		40				binder.n.03	-	7
roof	3152	http://atlantis-ar/indoor-taxonomy#roof							roof.n.01	-	7
shelter	3153	https://www.w3.org/2006/03/wn/wn20/instances/synset-shelter-noun-02							shelter.n.02	x	7
canopy	1028	http://scan-net.org/concepts/canopy	canopy		40				canopy.n.03	-	8
sunshade	3154	http://atlantis-ar/indoor-taxonomy#sunshade		garden sunshade					sunshade.n.01	-	9
footwear	3155	https://www.w3.org/2006/03/wn/wn20/instances/synset-footwear-noun-02							footwear.n.02	x	6
shoe	63	http://scan-net.org/concepts/shoe	shoe		40		shoe		shoe.n.01	-	7
flip flops	1196	http://scan-net.org/concepts/flip_flops	flip flops		40				shoe.n.01	-	7
slipper	238	http://scan-net.org/concepts/slipper	slipper		40				slipper.n.01	-	7
boot	612	http://scan-net.org/concepts/boot	boot		40				shoe.n.01	-	7
clothing	3156	https://www.w3.org/2006/03/wn/wn20/instances/synset-clothing-noun-01							clothing.n.01	x	6
clothes	32	http://scan-net.org/concepts/clothes	clothes		21				apparel.n.01	-	7
cloth	1197	http://scan-net.org/concepts/cloth	cloth		21				apparel.n.01	-	7
kitchen apron	1303	http://scan-net.org/concepts/kitchen_apron	kitchen apron		21				apparel.n.01	-	7
costume	1342	http://scan-net.org/concepts/costume	costume		21				apparel.n.01	-	7
garment	3157	https://www.w3.org/2006/03/wn/wn20/instances/synset-garment-noun-01							garment.n.01	x	7
shirt	189	http://scan-net.org/concepts/shirt	shirt		40				shirt.n.01	-	8
pants	955	http://scan-net.org/concepts/pants	pants		40				trouser.n.01	-	8
shorts	857	http://scan-net.org/concepts/shorts	shorts		40				short_pants.n.01	-	9
sweater	265	http://scan-net.org/concepts/sweater	sweater		40				sweater.n.01	-	8
overgarment	3158	https://www.w3.org/2006/03/wn/wn20/instances/synset-overgarment-noun-01							overgarment.n.01	x	8
coat	111	http://scan-net.org/concepts/coat	coat		40				coat.n.01	-	9
jacket	131	http://scan-net.org/concepts/jacket	jacket		40				jacket.n.01	-	10
robe	3159	https://www.w3.org/2006/03/wn/wn20/instances/synset-robe-noun-01							robe.n.01	x	8
headdress	3160	https://www.w3.org/2006/03/wn/wn20/instances/synset-headdress-noun-01							headdress.n.01	x	7
hat	169	http://scan-net.org/concepts/hat	hat		40		hat		hat.n.01	-	8
helmet	366	http://scan-net.org/concepts/helmet	helmet		40	helmet			helmet.n.02	-	8
cap	3161	https://www.w3.org/2006/03/wn/wn20/instances/synset-cap-noun-01							cap.n.01	x	8
cap	1293	http://scan-net.org/concepts/cap	cap		40					-	9
baseball cap	1126	http://scan-net.org/concepts/baseball_cap	baseball cap		40	cap			baseball_cap.n.01	-	9
handwear	3162	https://www.w3.org/2006/03/wn/wn20/instances/synset-handwear-noun-01							handwear.n.01	x	7
glove	3163	https://www.w3.org/2006/03/wn/wn20/instances/synset-glove-noun-02							glove.n.02	x	8
mitten	3164	https://www.w3.org/2006/03/wn/wn20/instances/synset-mitten-noun-01							mitten.n.01	x	9
oven mitt	1233	http://scan-net.org/concepts/oven_mitt	oven mitt		40					-	10
footwear	3165	https://www.w3.org/2006/03/wn/wn20/instances/synset-footwear-noun-01							footwear.n.01	x	7
hosiery	3166	https://www.w3.org/2006/03/wn/wn20/instances/synset-hosiery-noun-01							hosiery.n.01	x	8
sock	1301	http://scan-net.org/concepts/sock	sock		21				sock.n.01	-	9
attire	3167	https://www.w3.org/2006/03/wn/wn20/instances/synset-attire-noun-01							attire.n.01	x	7
hairpiece	3168	https://www.w3.org/2006/03/wn/wn20/instances/synset-hairpiece-noun-01							hairpiece.n.01	x	8
wig	1329	http://scan-net.org/concepts/wig	wig		40				wig.n.01	-	9
cloth_covering	3169	https://www.w3.org/2006/03/wn/wn20/instances/synset-cloth_covering-noun-01							cloth_covering.n.01	x	6
hood	3171	https://www.w3.org/2006/03/wn/wn20/instances/synset-hood-noun-06							hood.n.06	x	6
floor_cover	3172	https://www.w3.org/2006/03/wn/wn20/instances/synset-floor_cover-noun-01							floor_cover.n.01	x	6
mat	140	http://scan-net.org/concepts/mat	mat		20				mat.n.01	-	7
yoga mat	1267	http://scan-net.org/concepts/yoga_mat	yoga mat		20				mat.n.01	-	7
commodity	3173	https://www.w3.org/2006/03/wn/wn20/instances/synset-commodity-noun-01							commodity.n.01	x	5
consumer_goods	3174	https://www.w3.org/2006/03/wn/wn20/instances/synset-consumer_goods-noun-01							consumer_goods.n.01	x	6
durables	3188	https://www.w3.org/2006/03/wn/wn20/instances/synset-durables-noun-01							durables.n.01	x	7
appliance	3189	https://www.w3.org/2006/03/wn/wn20/instances/synset-appliance-noun-02							appliance.n.02	x	8
hair dryer	370	http://scan-net.org/concepts/hair_dryer	hair dryer		40					-	9
clothes dryer	110	http://scan-net.org/concepts/clothes_dryer	clothes dryer		39				dryer.n.01	-	9
hand dryer	144	http://scan-net.org/concepts/hand_dryer	hand dryer		40					-	9
humidifier	1261	http://scan-net.org/concepts/humidifier	humidifier		40					-	9
household appliance	2700	http://www.aidimme.es/FurnitureSectorOntology.owl#HouseholdAppliance						household appliance	household_appliance.n.01	-	9
juicer	2082	http://www.aidimme.es/FurnitureSectorOntology.owl#Juicer						juicer		-	10
charger	2124	http://www.aidimme.es/FurnitureSectorOntology.owl#Charger						charger		-	10
outdoor stove heater	2267	http://www.aidimme.es/FurnitureSectorOntology.owl#OutdoorStoveHeater						outdoor stove heater		-	10
radio	2328	http://www.aidimme.es/FurnitureSectorOntology.owl#Radio						radio		-	10
ice cube dispenser	2393	http://www.aidimme.es/FurnitureSectorOntology.owl#IceCubeDispenser						ice cube dispenser		-	10
electric stove	2427	http://www.aidimme.es/FurnitureSectorOntology.owl#ElectricStove						electric stove		-	10
sound system	2566	http://www.aidimme.es/FurnitureSectorOntology.owl#SoundSystem						sound system		-	10
deep fryer	2860	http://www.aidimme.es/FurnitureSectorOntology.owl#DeepFryer						deep fryer		-	10
television	2861	http://www.aidimme.es/FurnitureSectorOntology.owl#Television						television		-	10
refrigerator	27	http://www.aidimme.es/FurnitureSectorOntology.owl#Refrigerator	refrigerator		24		refrigerator	refrigerator	refrigerator.n.01	-	10
mini fridge	165	http://scan-net.org/concepts/mini_fridge	mini fridge		24				electric_refrigerator.n.01	-	11
cooler	1062	http://scan-net.org/concepts/cooler	cooler		24				cooler.n.01	-	11
refridgerator	3190	http://atlantis-ar/indoor-taxonomy#refridgerator		kitchen fridge					electric_refrigerator.n.01	-	11
dishwasher	136	http://www.aidimme.es/FurnitureSectorOntology.owl#Dishwasher	dishwasher		38	dishwasher		dishwasher	dishwasher.n.01	-	10
oven	84	http://www.aidimme.es/FurnitureSectorOntology.owl#Oven	oven		38		oven	oven	oven.n.01	-	10
kitchen oven	3191	http://atlantis-ar/indoor-taxonomy#kitchen_oven		kitchen oven						-	11
toaster	148	http://www.aidimme.es/FurnitureSectorOntology.owl#Toaster	toaster		40		toaster	toaster	toaster.n.02	-	10
dryer	2836	http://www.aidimme.es/FurnitureSectorOntology.owl#Dryer						dryer	dryer.n.01	-	10
home_appliance	3193	https://www.w3.org/2006/03/wn/wn20/instances/synset-home_appliance-noun-01							home_appliance.n.01	x	9
vacuum cleaner	283	http://scan-net.org/concepts/vacuum_cleaner	vacuum cleaner		40				vacuum.n.04	-	10
iron	378	http://www.aidimme.es/FurnitureSectorOntology.owl#Iron	iron		40			iron	iron.n.04	-	10
sewing machine	529	http://www.aidimme.es/FurnitureSectorOntology.owl#SewingMachine	sewing machine		40			sewing machine	sewing_machine.n.01	-	10
white_goods	3194	https://www.w3.org/2006/03/wn/wn20/instances/synset-white_goods-noun-01							white_goods.n.01	x	10
washing machine	70	http://scan-net.org/concepts/washing_machine	washing machine		39	washing_machine			washer.n.03	-	11
kitchen_appliance	3197	https://www.w3.org/2006/03/wn/wn20/instances/synset-kitchen_appliance-noun-01							kitchen_appliance.n.01	x	10
microwave	59	http://www.aidimme.es/FurnitureSectorOntology.owl#MicrowaveOven	microwave		40	microwave	microwave		microwave.n.02	-	11
coffee maker	134	http://scan-net.org/concepts/coffee_maker	coffee maker		40				coffee_maker.n.01	-	11
toaster oven	195	http://scan-net.org/concepts/toaster_oven	toaster oven		40				toaster_oven.n.01	-	11
drygoods	3199	https://www.w3.org/2006/03/wn/wn20/instances/synset-drygoods-noun-01							drygoods.n.01	x	6
white_goods	3200	https://www.w3.org/2006/03/wn/wn20/instances/synset-white_goods-noun-02							white_goods.n.02	x	7
linen	3201	https://www.w3.org/2006/03/wn/wn20/instances/synset-linen-noun-03							linen.n.03	x	8
bath_linen	3202	https://www.w3.org/2006/03/wn/wn20/instances/synset-bath_linen-noun-01							bath_linen.n.01	x	9
washcloth	523	http://scan-net.org/concepts/washcloth	washcloth		40				washcloth.n.01	-	10
table_linen	3203	https://www.w3.org/2006/03/wn/wn20/instances/synset-table_linen-noun-01							table_linen.n.01	x	9
sheet	3204	https://www.w3.org/2006/03/wn/wn20/instances/synset-sheet-noun-06							sheet.n.06	x	5
board	69	http://scan-net.org/concepts/board	board		38				board.n.03	-	6
cutting board	245	http://scan-net.org/concepts/cutting_board	cutting board		40				chopping_board.n.01	-	7
snowboard	2023	http://atlantis-ar/indoor-taxonomy#snowboard					snowboard		snowboard.n.01	-	7
surfboard	2029	http://atlantis-ar/indoor-taxonomy#surfboard					surfboard		surfboard.n.01	-	7
panel	3205	https://www.w3.org/2006/03/wn/wn20/instances/synset-panel-noun-01							panel.n.01	x	6
headboard	81	http://www.aidimme.es/FurnitureSectorOntology.owl#Headboard	headboard		39			headboard	headboard.n.01	-	7
plinth panel	3267	http://atlantis-ar/indoor-taxonomy#plinth_panel								-	7
plate	3206	https://www.w3.org/2006/03/wn/wn20/instances/synset-plate-noun-02							plate.n.02	x	6
opening	3208	https://www.w3.org/2006/03/wn/wn20/instances/synset-opening-noun-10							opening.n.10	x	5
window (opening)	3209	http://atlantis-ar/indoor-taxonomy#window_(opening)							window.n.07	-	6
pass-through	3210	http://atlantis-ar/indoor-taxonomy#pass-through							pass-through.n.01	-	6
door (opening)	3211	http://atlantis-ar/indoor-taxonomy#door_(opening)								-	6
lunette	3212	http://atlantis-ar/indoor-taxonomy#lunette							lunette.n.02	-	6
outlet	3213	http://atlantis-ar/indoor-taxonomy#outlet							outlet.n.03	-	6
skylight (opening)	3214	http://atlantis-ar/indoor-taxonomy#skylight_(opening)							skylight.n.01	-	6
spout	3215	https://www.w3.org/2006/03/wn/wn20/instances/synset-spout-noun-01							spout.n.01	x	6
nozzle	3216	https://www.w3.org/2006/03/wn/wn20/instances/synset-nozzle-noun-01							nozzle.n.01	x	7
shower head	1179	http://scan-net.org/concepts/shower_head	shower head		38				showerhead.n.01	-	8
hole	3217	https://www.w3.org/2006/03/wn/wn20/instances/synset-hole-noun-02							hole.n.02	x	6
vent	408	http://scan-net.org/concepts/vent	vent		40				vent.n.01	-	7
spyhole	2664	http://www.aidimme.es/FurnitureSectorOntology.owl#Spyhole						spyhole	peephole.n.01	-	7
sphere	3218	https://www.w3.org/2006/03/wn/wn20/instances/synset-sphere-noun-02							sphere.n.02	x	5
strip	3219	https://www.w3.org/2006/03/wn/wn20/instances/synset-strip-noun-02							strip.n.02	x	5
tape	922	http://scan-net.org/concepts/tape	tape		40				tape.n.01	-	6
band	3220	https://www.w3.org/2006/03/wn/wn20/instances/synset-band-noun-07							band.n.07	x	6
hoop	3221	https://www.w3.org/2006/03/wn/wn20/instances/synset-hoop-noun-02							hoop.n.02	x	7
tire	452	http://scan-net.org/concepts/tire	tire		40				tire.n.01	-	8
line	3222	https://www.w3.org/2006/03/wn/wn20/instances/synset-line-noun-18							line.n.18	x	5
rope	556	http://scan-net.org/concepts/rope	rope		40				rope.n.01	-	6
living_thing	3223	https://www.w3.org/2006/03/wn/wn20/instances/synset-living_thing-noun-01							living_thing.n.01	x	4
organism	3224	https://www.w3.org/2006/03/wn/wn20/instances/synset-organism-noun-01							organism.n.01	x	5
plant	40	http://scan-net.org/concepts/plant	plant		40				plant.n.02	-	6
garden outdoor plants	3225	http://atlantis-ar/indoor-taxonomy#garden_outdoor_plants		garden outdoor plants						-	7
vascular_plant	3226	https://www.w3.org/2006/03/wn/wn20/instances/synset-vascular_plant-noun-01							vascular_plant.n.01	x	7
woody_plant	3227	https://www.w3.org/2006/03/wn/wn20/instances/synset-woody_plant-noun-01							woody_plant.n.01	x	8
shrub	3228	https://www.w3.org/2006/03/wn/wn20/instances/synset-shrub-noun-01							shrub.n.01	x	9
swiffer	434	http://scan-net.org/concepts/swiffer	swiffer		40				broom.n.02	-	10
potted plant	1189	http://scan-net.org/concepts/potted_plant	potted plant		40		potted plant		plant.n.02	-	6
animal	3229	https://www.w3.org/2006/03/wn/wn20/instances/synset-animal-noun-01							animal.n.01	x	6
pet	3230	http://atlantis-ar/indoor-taxonomy#pet		pet					pet.n.01	-	7
invertebrate	3231	https://www.w3.org/2006/03/wn/wn20/instances/synset-invertebrate-noun-01							invertebrate.n.01	x	7
sponge	1278	http://scan-net.org/concepts/sponge	sponge		40				sponge.n.04	-	8
